ID,receiver_country,initiator_country,weighted_cyber_intensity,initiator_name,initiator_category,cyber_conflict_issue,receiver_region
2053,Switzerland,Unknown,4.0,Unknown,Unknown,Unknown,"['EUROPE', 'WESTEU']"
2056,United States,Unknown,6.0,Vice Society,Non-state-group,Unknown,"['NATO', 'NORTHAM']"
2057,Belgium,Unknown,3.0,Unknown,Unknown,Unknown,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU']"
2061,United States,Unknown,4.0,Unknown,Unknown,Unknown,"['NATO', 'NORTHAM']"
2063,Southeast Asia (region),China,3.0,Dark Pink,Unknown - not attributed,International power,['NO_REGION']
2064,United States,Unknown,4.0,nan,nan,Unknown,"['NATO', 'NORTHAM']"
2065,Unknown,Unknown,3.0,Unknown,Unknown,Unknown,['NO_REGION']
2073,United Kingdom,Unknown,3.0,Vice Society,Non-state-group,Unknown,"['EUROPE', 'NATO', 'NORTHEU']"
2075,Unknown,Unknown,3.0,Unknown,Unknown,Unknown,"['NO_REGION', 'OC']"
2075,Australia,Unknown,3.0,Unknown,Unknown,Unknown,"['NO_REGION', 'OC']"
2076,France,Unknown,5.0,Unknown,Unknown,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,United States,Unknown,5.0,Unknown,Unknown,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,New Zealand,Unknown,5.0,Unknown,Unknown,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,Australia,Unknown,5.0,Unknown,Unknown,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,Italy,Unknown,5.0,Unknown,Unknown,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,Germany,Unknown,5.0,Unknown,Unknown,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2077,United States,Unknown,2.0,nan,nan,Unknown,"['NATO', 'NORTHAM']"
2078,Japan,Unknown,1.0,Clop Ransomware Group,Non-state-group,Unknown,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
2078,United States,Unknown,1.0,Clop Ransomware Group,Non-state-group,Unknown,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
2079,Spain,Unknown,4.0,Unknown,Unknown,Unknown,"['EUROPE', 'NATO', 'EU(MS)']"
2080,India,Russia,3.0,Phoenix,Non-state-group,System / ideology,"['ASIA', 'SASIA', 'SCO']"
2080,India,Russia,3.0,Phoenix,Non-state-group,Territory,"['ASIA', 'SASIA', 'SCO']"
2080,India,Russia,3.0,Phoenix,Non-state-group,Resources,"['ASIA', 'SASIA', 'SCO']"
2080,India,Russia,3.0,Phoenix,Non-state-group,International power,"['ASIA', 'SASIA', 'SCO']"
2086,United States,Unknown,4.0,nan,nan,Unknown,"['NATO', 'NORTHAM']"
2098,United States,Russia,5.0,Clop Ransomware Group,Non-state-group,Unknown,"['NATO', 'NORTHAM']"
2100,France,Russia,1.0,NoName057(16),Non-state-group,System / ideology,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2100,France,Russia,1.0,NoName057(16),Non-state-group,Territory,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2100,France,Russia,1.0,NoName057(16),Non-state-group,Resources,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2100,France,Russia,1.0,NoName057(16),Non-state-group,International power,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2101,United States,Unknown,6.0,LockBit,Non-state-group,Unknown,"['NATO', 'NORTHAM']"
2102,United States,Unknown,4.0,Unknown,Unknown,Unknown,"['NATO', 'NORTHAM']"
2103,United States,Unknown,3.0,Unknown,Unknown,Unknown,"['NATO', 'NORTHAM']"
2110,United States,Unknown,5.0,nan,nan,Unknown,"['NATO', 'NORTHAM']"
2111,United States,Unknown,2.0,Unknown,Unknown,Unknown,"['NATO', 'NORTHAM']"
1491,Japan,"Korea, Democratic People's Republic of",3.0,None,"Non-state actor, state-affiliation suggested",Other,"['ASIA', 'SCS', 'NEA', 'SASIA', 'SCO', 'NATO', 'NORTHAM']"
1491,India,"Korea, Democratic People's Republic of",3.0,None,"Non-state actor, state-affiliation suggested",Other,"['ASIA', 'SCS', 'NEA', 'SASIA', 'SCO', 'NATO', 'NORTHAM']"
1491,United States,"Korea, Democratic People's Republic of",3.0,None,"Non-state actor, state-affiliation suggested",Other,"['ASIA', 'SCS', 'NEA', 'SASIA', 'SCO', 'NATO', 'NORTHAM']"
1494,United States,"Korea, Democratic People's Republic of",3.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'NO_REGION']"
1494,Japan,"Korea, Democratic People's Republic of",3.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'NO_REGION']"
1494,Canada,"Korea, Democratic People's Republic of",3.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'NO_REGION']"
1494,Global (region),"Korea, Democratic People's Republic of",3.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'ASIA', 'SCS', 'NEA', 'NO_REGION']"
1495,Hong Kong,China,1.0,SparklingGoblin / Earth Baku,"Non-state actor, state-affiliation suggested",Unknown,['ASIA']
1496,Unknown,"Korea, Democratic People's Republic of",2.0,UNC4034,"Non-state actor, state-affiliation suggested",Unknown,['NO_REGION']
1499,Bosnia and Herzegovina,Unknown,1.0,None,Unknown,Unknown,"['EUROPE', 'BALKANS', 'WBALKANS']"
1505,China,China,3.0,Scarlet Mimic,"Non-state actor, state-affiliation suggested",Subnational predominance,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1505,China,China,3.0,Scarlet Mimic,"Non-state actor, state-affiliation suggested",Secession,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1506,China,China,3.0,Scarlet Mimic,"Non-state actor, state-affiliation suggested",System / ideology,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1507,China,China,3.0,None,"Non-state actor, state-affiliation suggested",System / ideology,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1507,China,China,3.0,None,"Non-state actor, state-affiliation suggested",Subnational predominance,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1507,China,China,3.0,None,"Non-state actor, state-affiliation suggested",Secession,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1509,Argentina,Unknown,4.0,Everest,Unknown,Unknown,['SOUTHAM']
1510,Australia,Unknown,1.0,Optusdata,Non-state-group,Unknown,['OC']
1515,Ukraine,Russia,1.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","Non-state actor, state-affiliation suggested",System / ideology,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","Non-state actor, state-affiliation suggested",Territory,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","Non-state actor, state-affiliation suggested",Resources,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","Non-state actor, state-affiliation suggested",International power,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",State,System / ideology,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",State,Territory,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",State,Resources,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",State,International power,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,GRU,"Non-state actor, state-affiliation suggested",System / ideology,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,GRU,"Non-state actor, state-affiliation suggested",Territory,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,GRU,"Non-state actor, state-affiliation suggested",Resources,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,GRU,"Non-state actor, state-affiliation suggested",International power,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,GRU,State,System / ideology,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,GRU,State,Territory,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,GRU,State,Resources,"['EUROPE', 'EASTEU']"
1515,Ukraine,Russia,1.0,GRU,State,International power,"['EUROPE', 'EASTEU']"
1519,Russia,Unknown,2.0,v0g3lSec,Non-state-group,System / ideology,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1519,Russia,Unknown,2.0,v0g3lSec,Non-state-group,Territory,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1519,Russia,Unknown,2.0,v0g3lSec,Non-state-group,Resources,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1519,Russia,Unknown,2.0,v0g3lSec,Non-state-group,International power,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1522,,Russia,1.0,,State,System / ideology,['NO_REGION']
1522,,Russia,1.0,,State,International power,['NO_REGION']
1523,Russia,Unknown,1.0,Anonymous,Non-state-group,System / ideology,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1523,Russia,Unknown,1.0,Anonymous,Non-state-group,Territory,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1523,Russia,Unknown,1.0,Anonymous,Non-state-group,Resources,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1523,Russia,Unknown,1.0,Anonymous,Non-state-group,International power,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1523,Russia,Unknown,1.0,GhostSec/Ghost Security,Non-state-group,System / ideology,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1523,Russia,Unknown,1.0,GhostSec/Ghost Security,Non-state-group,Territory,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1523,Russia,Unknown,1.0,GhostSec/Ghost Security,Non-state-group,Resources,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1523,Russia,Unknown,1.0,GhostSec/Ghost Security,Non-state-group,International power,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1529,Germany,Russia,3.0,None,Individual hacker(s),International power,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1529,Germany,Russia,3.0,None,"Non-state actor, state-affiliation suggested",International power,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1529,Germany,Russia,3.0,None,State,International power,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1529,Germany,Russia,3.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",Individual hacker(s),International power,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1529,Germany,Russia,3.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","Non-state actor, state-affiliation suggested",International power,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1529,Germany,Russia,3.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",State,International power,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1529,Germany,Russia,3.0,Main Directorate of the General Staff of the Armed Forces of the Russian Federation,Individual hacker(s),International power,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1529,Germany,Russia,3.0,Main Directorate of the General Staff of the Armed Forces of the Russian Federation,"Non-state actor, state-affiliation suggested",International power,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1529,Germany,Russia,3.0,Main Directorate of the General Staff of the Armed Forces of the Russian Federation,State,International power,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1537,India,"Korea, Democratic People's Republic of",1.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SASIA', 'SCO']"
1541,Ukraine,Russia,3.0,Unknown,State,System / ideology,"['EUROPE', 'EASTEU']"
1541,Ukraine,Russia,3.0,Unknown,State,Territory,"['EUROPE', 'EASTEU']"
1541,Ukraine,Russia,3.0,Unknown,State,Resources,"['EUROPE', 'EASTEU']"
1541,Ukraine,Russia,3.0,Unknown,State,International power,"['EUROPE', 'EASTEU']"
1550,Ukraine,Belarus,2.0,UNC1151/ Ghostwriter,"Non-state actor, state-affiliation suggested",System / ideology,"['EUROPE', 'EASTEU']"
1550,Ukraine,Belarus,2.0,UNC1151/ Ghostwriter,"Non-state actor, state-affiliation suggested",Territory,"['EUROPE', 'EASTEU']"
1550,Ukraine,Belarus,2.0,UNC1151/ Ghostwriter,"Non-state actor, state-affiliation suggested",Resources,"['EUROPE', 'EASTEU']"
1550,Ukraine,Belarus,2.0,UNC1151/ Ghostwriter,"Non-state actor, state-affiliation suggested",International power,"['EUROPE', 'EASTEU']"
1550,Ukraine,Russia,2.0,UNC1151/ Ghostwriter,"Non-state actor, state-affiliation suggested",System / ideology,"['EUROPE', 'EASTEU']"
1550,Ukraine,Russia,2.0,UNC1151/ Ghostwriter,"Non-state actor, state-affiliation suggested",Territory,"['EUROPE', 'EASTEU']"
1550,Ukraine,Russia,2.0,UNC1151/ Ghostwriter,"Non-state actor, state-affiliation suggested",Resources,"['EUROPE', 'EASTEU']"
1550,Ukraine,Russia,2.0,UNC1151/ Ghostwriter,"Non-state actor, state-affiliation suggested",International power,"['EUROPE', 'EASTEU']"
1561,Ukraine,Russia,1.0,XakNet,Non-state-group,System / ideology,"['EUROPE', 'EASTEU']"
1561,Ukraine,Russia,1.0,XakNet,Non-state-group,Territory,"['EUROPE', 'EASTEU']"
1561,Ukraine,Russia,1.0,XakNet,Non-state-group,Resources,"['EUROPE', 'EASTEU']"
1561,Ukraine,Russia,1.0,XakNet,Non-state-group,International power,"['EUROPE', 'EASTEU']"
1565,Ukraine,Russia,1.0,"Gamaredon Group/Shuckworm/BlueAlpha/ACTINIUM/Primitive Bear/Armageddon/DEV-0157, Group G0047 (FSB, 18th Center, Crimea)","Non-state actor, state-affiliation suggested",Territory,"['EUROPE', 'EASTEU']"
1565,Ukraine,Russia,1.0,"Gamaredon Group/Shuckworm/BlueAlpha/ACTINIUM/Primitive Bear/Armageddon/DEV-0157, Group G0047 (FSB, 18th Center, Crimea)","Non-state actor, state-affiliation suggested",Resources,"['EUROPE', 'EASTEU']"
1565,Ukraine,Russia,1.0,"Gamaredon Group/Shuckworm/BlueAlpha/ACTINIUM/Primitive Bear/Armageddon/DEV-0157, Group G0047 (FSB, 18th Center, Crimea)","Non-state actor, state-affiliation suggested",International power,"['EUROPE', 'EASTEU']"
1570,Norway,Unknown,1.0,Unknown,Unknown,System / ideology,"['EUROPE', 'NATO', 'NORTHEU', 'EASTEU']"
1570,Norway,Unknown,1.0,Unknown,Unknown,Territory,"['EUROPE', 'NATO', 'NORTHEU', 'EASTEU']"
1570,Norway,Unknown,1.0,Unknown,Unknown,Resources,"['EUROPE', 'NATO', 'NORTHEU', 'EASTEU']"
1570,Norway,Unknown,1.0,Unknown,Unknown,International power,"['EUROPE', 'NATO', 'NORTHEU', 'EASTEU']"
1570,Ukraine,Unknown,1.0,Unknown,Unknown,System / ideology,"['EUROPE', 'NATO', 'NORTHEU', 'EASTEU']"
1570,Ukraine,Unknown,1.0,Unknown,Unknown,Territory,"['EUROPE', 'NATO', 'NORTHEU', 'EASTEU']"
1570,Ukraine,Unknown,1.0,Unknown,Unknown,Resources,"['EUROPE', 'NATO', 'NORTHEU', 'EASTEU']"
1570,Ukraine,Unknown,1.0,Unknown,Unknown,International power,"['EUROPE', 'NATO', 'NORTHEU', 'EASTEU']"
1571,Lithuania,Russia,4.0,"Sandworm/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",State,System / ideology,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU']"
1571,Lithuania,Russia,4.0,"Sandworm/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",State,Territory,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU']"
1571,Lithuania,Russia,4.0,"Sandworm/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",State,Resources,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU']"
1571,Lithuania,Russia,4.0,"Sandworm/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",State,International power,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU']"
1571,Ukraine,Russia,4.0,"Sandworm/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",State,System / ideology,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU']"
1571,Ukraine,Russia,4.0,"Sandworm/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",State,Territory,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU']"
1571,Ukraine,Russia,4.0,"Sandworm/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",State,Resources,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU']"
1571,Ukraine,Russia,4.0,"Sandworm/VOODOO Bear/Quedagh/TeleBots/FROZENBARENTS/IRON VIKING/Black Energy/IRIDIUM/ELECTRUM/G0034 (GRU, Main Centre for Special Technologies (GTsST) Military Unit 74455)",State,International power,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU']"
1572,Ukraine,Unknown,4.0,Unknown,Unknown - not attributed,System / ideology,"['EUROPE', 'EASTEU']"
1572,Ukraine,Unknown,4.0,Unknown,Unknown - not attributed,Territory,"['EUROPE', 'EASTEU']"
1572,Ukraine,Unknown,4.0,Unknown,Unknown - not attributed,Resources,"['EUROPE', 'EASTEU']"
1572,Ukraine,Unknown,4.0,Unknown,Unknown - not attributed,International power,"['EUROPE', 'EASTEU']"
1572,Ukraine,Unknown,4.0,Unknown,State,System / ideology,"['EUROPE', 'EASTEU']"
1572,Ukraine,Unknown,4.0,Unknown,State,Territory,"['EUROPE', 'EASTEU']"
1572,Ukraine,Unknown,4.0,Unknown,State,Resources,"['EUROPE', 'EASTEU']"
1572,Ukraine,Unknown,4.0,Unknown,State,International power,"['EUROPE', 'EASTEU']"
1572,Ukraine,Russia,4.0,Unknown,Unknown - not attributed,System / ideology,"['EUROPE', 'EASTEU']"
1572,Ukraine,Russia,4.0,Unknown,Unknown - not attributed,Territory,"['EUROPE', 'EASTEU']"
1572,Ukraine,Russia,4.0,Unknown,Unknown - not attributed,Resources,"['EUROPE', 'EASTEU']"
1572,Ukraine,Russia,4.0,Unknown,Unknown - not attributed,International power,"['EUROPE', 'EASTEU']"
1572,Ukraine,Russia,4.0,Unknown,State,System / ideology,"['EUROPE', 'EASTEU']"
1572,Ukraine,Russia,4.0,Unknown,State,Territory,"['EUROPE', 'EASTEU']"
1572,Ukraine,Russia,4.0,Unknown,State,Resources,"['EUROPE', 'EASTEU']"
1572,Ukraine,Russia,4.0,Unknown,State,International power,"['EUROPE', 'EASTEU']"
1575,Ukraine,Russia,1.0,Unknown,Non-state-group,System / ideology,"['EUROPE', 'EASTEU']"
1575,Ukraine,Russia,1.0,Unknown,Non-state-group,Territory,"['EUROPE', 'EASTEU']"
1575,Ukraine,Russia,1.0,Unknown,Non-state-group,Resources,"['EUROPE', 'EASTEU']"
1575,Ukraine,Russia,1.0,Unknown,Non-state-group,International power,"['EUROPE', 'EASTEU']"
1577,Romania,Russia,1.0,Killnet,Non-state-group,System / ideology,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)']"
1577,Romania,Russia,1.0,Killnet,Non-state-group,Territory,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)']"
1577,Romania,Russia,1.0,Killnet,Non-state-group,Resources,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)']"
1577,Romania,Russia,1.0,Killnet,Non-state-group,International power,"['EUROPE', 'BALKANS', 'NATO', 'EU(MS)']"
1583,Russia,Unknown,1.0,Anonymous,Non-state-group,System / ideology,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1583,Russia,Unknown,1.0,Anonymous,Non-state-group,Territory,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1583,Russia,Unknown,1.0,Anonymous,Non-state-group,Resources,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1583,Russia,Unknown,1.0,Anonymous,Non-state-group,International power,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1591,United States,Russia,1.0,Killnet,Non-state-group,System / ideology,"['NATO', 'NORTHAM']"
1591,United States,Russia,1.0,Killnet,Non-state-group,Territory,"['NATO', 'NORTHAM']"
1591,United States,Russia,1.0,Killnet,Non-state-group,Resources,"['NATO', 'NORTHAM']"
1591,United States,Russia,1.0,Killnet,Non-state-group,International power,"['NATO', 'NORTHAM']"
1604,Russia,Unknown,2.0,Anonymous,Non-state-group,System / ideology,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1604,Russia,Unknown,2.0,Anonymous,Non-state-group,Territory,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1604,Russia,Unknown,2.0,Anonymous,Non-state-group,Resources,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1604,Russia,Unknown,2.0,Anonymous,Non-state-group,International power,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1610,Ukraine,Russia,2.0,RaHDit,Non-state-group,System / ideology,"['EUROPE', 'EASTEU']"
1610,Ukraine,Russia,2.0,RaHDit,Non-state-group,Territory,"['EUROPE', 'EASTEU']"
1610,Ukraine,Russia,2.0,RaHDit,Non-state-group,Resources,"['EUROPE', 'EASTEU']"
1610,Ukraine,Russia,2.0,RaHDit,Non-state-group,International power,"['EUROPE', 'EASTEU']"
1611,Ukraine,Unknown,1.0,Unknown,Unknown,Unknown,"['EUROPE', 'EASTEU']"
1614,Ukraine,Unknown,1.0,Unknown,Unknown,System / ideology,"['EUROPE', 'EASTEU']"
1614,Ukraine,Unknown,1.0,Unknown,Unknown,Territory,"['EUROPE', 'EASTEU']"
1614,Ukraine,Unknown,1.0,Unknown,Unknown,Resources,"['EUROPE', 'EASTEU']"
1614,Ukraine,Unknown,1.0,Unknown,Unknown,International power,"['EUROPE', 'EASTEU']"
1618,United States,Russia,1.0,Killnet,Non-state-group,System / ideology,"['NATO', 'NORTHAM']"
1618,United States,Russia,1.0,Killnet,Non-state-group,Territory,"['NATO', 'NORTHAM']"
1618,United States,Russia,1.0,Killnet,Non-state-group,Resources,"['NATO', 'NORTHAM']"
1618,United States,Russia,1.0,Killnet,Non-state-group,International power,"['NATO', 'NORTHAM']"
1635,Unknown,Unknown,,nan,nan,Unknown,['NO_REGION']
1637,Ukraine,Russia,1.0,"Turla/Waterbug/Venomous Bear/Snake/Uroburos/Group 88/Krypton/G0010 (FSB, 16th / 18th Center)","Non-state actor, state-affiliation suggested",System / ideology,"['EUROPE', 'EASTEU']"
